epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
122,250.298,0.97814,1.65749,0.86311,0.96442,0,0.41241,0.45166,0.29562,0.12877,0.38768,0.38944,0.23636,0.11421,1.71882,3.23689,3.09937,1.48489,0,0.00108664,0.00108664,0.00108664
123,252.315,0.97562,1.64411,0.92956,0.98685,0,0.41241,0.45166,0.29562,0.12877,0.38768,0.38944,0.23636,0.11421,1.71882,3.23689,3.09937,1.48489,0,0.00108381,0.00108381,0.00108381
124,254.362,0.98816,1.62261,0.91281,0.99078,0,0.42918,0.37927,0.26871,0.13872,0.41546,0.37594,0.27106,0.13222,1.68697,3.11692,3.1943,1.43468,0,0.00108098,0.00108098,0.00108098
125,256.32,0.94423,1.64409,0.90697,0.96314,0,0.42918,0.37927,0.26871,0.13872,0.41546,0.37594,0.27106,0.13222,1.68697,3.11692,3.1943,1.43468,0,0.00107815,0.00107815,0.00107815
126,258.29,0.97657,1.65625,0.82634,0.95516,0,0.44676,0.42103,0.29457,0.15785,0.46114,0.3688,0.30604,0.14553,1.65272,3.06037,3.26435,1.40744,0,0.00107532,0.00107532,0.00107532
127,260.226,0.92148,1.66499,0.94296,0.96152,0,0.44676,0.42103,0.29457,0.15785,0.46114,0.3688,0.30604,0.14553,1.65272,3.06037,3.26435,1.40744,0,0.00107249,0.00107249,0.00107249
128,262.219,0.93188,1.64644,0.92094,0.95454,0,0.43963,0.40845,0.26846,0.14284,0.45848,0.41179,0.27673,0.13106,1.62488,2.98511,3.16825,1.38647,0,0.00106966,0.00106966,0.00106966
129,264.194,0.93883,1.67832,0.92413,0.94366,0,0.43963,0.40845,0.26846,0.14284,0.45848,0.41179,0.27673,0.13106,1.62488,2.98511,3.16825,1.38647,0,0.00106683,0.00106683,0.00106683
130,266.195,0.94147,1.66554,0.89965,0.95321,0,0.41845,0.48667,0.28383,0.157,0.42716,0.49,0.28695,0.14227,1.67823,2.94856,2.78248,1.43641,0,0.001064,0.001064,0.001064
131,267.994,0.97965,1.73609,0.87933,0.95936,0,0.41845,0.48667,0.28383,0.157,0.42716,0.49,0.28695,0.14227,1.67823,2.94856,2.78248,1.43641,0,0.00106118,0.00106118,0.00106118
132,269.831,0.90481,1.68074,0.83762,0.95075,0,0.37978,0.50257,0.27852,0.15944,0.39391,0.50924,0.29555,0.14686,1.6824,2.94564,2.54133,1.43463,0,0.00105835,0.00105835,0.00105835
133,271.666,0.89337,1.59345,0.83408,0.96593,0,0.37978,0.50257,0.27852,0.15944,0.39391,0.50924,0.29555,0.14686,1.6824,2.94564,2.54133,1.43463,0,0.00105552,0.00105552,0.00105552
134,273.41,0.89922,1.61425,0.93844,0.97006,0,0.38813,0.51667,0.26924,0.14441,0.39657,0.46835,0.27374,0.13503,1.71269,2.84222,2.48176,1.46235,0,0.00105269,0.00105269,0.00105269
135,275.278,0.94403,1.63001,0.89506,0.96477,0,0.38813,0.51667,0.26924,0.14441,0.39657,0.46835,0.27374,0.13503,1.71269,2.84222,2.48176,1.46235,0,0.00104986,0.00104986,0.00104986
136,277.107,0.92182,1.5133,0.86322,0.93972,0,0.39412,0.56419,0.27858,0.14145,0.40266,0.51667,0.25763,0.12877,1.6843,2.88781,2.49941,1.4517,0,0.00104703,0.00104703,0.00104703
137,278.961,0.92002,1.60095,0.84348,0.95355,0,0.39412,0.56419,0.27858,0.14145,0.40266,0.51667,0.25763,0.12877,1.6843,2.88781,2.49941,1.4517,0,0.0010442,0.0010442,0.0010442
138,280.967,0.87278,1.54731,0.83588,0.93645,0,0.39182,0.48774,0.24126,0.13995,0.41551,0.49774,0.25034,0.12282,1.63315,2.90257,2.65293,1.41695,0,0.00104137,0.00104137,0.00104137
139,282.933,0.91875,1.59157,0.80323,0.95765,0,0.39182,0.48774,0.24126,0.13995,0.41551,0.49774,0.25034,0.12282,1.63315,2.90257,2.65293,1.41695,0,0.00103854,0.00103854,0.00103854
140,284.779,0.8544,1.57805,0.77537,0.95585,0,0.38373,0.37556,0.24649,0.14761,0.39861,0.43444,0.24981,0.12623,1.62947,2.92517,2.56106,1.4082,0,0.00103571,0.00103571,0.00103571
141,286.571,0.90052,1.59387,0.82957,0.95819,0,0.38373,0.37556,0.24649,0.14761,0.39861,0.43444,0.24981,0.12623,1.62947,2.92517,2.56106,1.4082,0,0.00103288,0.00103288,0.00103288
142,288.587,0.88339,1.60365,0.82668,0.96232,0,0.40719,0.52667,0.30057,0.14677,0.39629,0.47943,0.25659,0.12739,1.65138,2.99576,2.37035,1.4322,0,0.00103005,0.00103005,0.00103005
143,290.604,0.93369,1.60629,0.83355,0.96745,0,0.40719,0.52667,0.30057,0.14677,0.39629,0.47943,0.25659,0.12739,1.65138,2.99576,2.37035,1.4322,0,0.00102722,0.00102722,0.00102722
144,292.556,0.91071,1.66025,0.85945,0.96042,0,0.44123,0.48444,0.29316,0.14318,0.42144,0.42825,0.26092,0.12475,1.67604,3.03884,2.04695,1.44023,0,0.00102439,0.00102439,0.00102439
145,294.541,0.83057,1.47181,0.80856,0.94234,0,0.44123,0.48444,0.29316,0.14318,0.42144,0.42825,0.26092,0.12475,1.67604,3.03884,2.04695,1.44023,0,0.00102156,0.00102156,0.00102156
146,296.548,0.91824,1.59938,0.87541,0.96078,0,0.38834,0.45895,0.29196,0.15724,0.4084,0.51444,0.30986,0.14704,1.64207,3.04531,1.82296,1.4059,0,0.00101873,0.00101873,0.00101873
147,298.463,0.9208,1.67326,0.85059,0.97691,0,0.38834,0.45895,0.29196,0.15724,0.4084,0.51444,0.30986,0.14704,1.64207,3.04531,1.82296,1.4059,0,0.0010159,0.0010159,0.0010159
148,300.47,0.86098,1.57332,0.81534,0.93142,0,0.38497,0.47556,0.30534,0.16349,0.41433,0.53444,0.31936,0.15551,1.63031,2.95262,1.75237,1.39697,0,0.00101308,0.00101308,0.00101308
149,302.408,0.84024,1.49086,0.7646,0.94341,0,0.38497,0.47556,0.30534,0.16349,0.41433,0.53444,0.31936,0.15551,1.63031,2.95262,1.75237,1.39697,0,0.00101025,0.00101025,0.00101025
150,304.444,0.91472,1.56205,0.80372,0.95165,0,0.47015,0.36778,0.32427,0.18311,0.43301,0.49222,0.34198,0.17124,1.64319,2.97746,1.72159,1.42916,0,0.00100742,0.00100742,0.00100742
151,306.265,0.92544,1.62001,0.86846,0.95185,0,0.47015,0.36778,0.32427,0.18311,0.43301,0.49222,0.34198,0.17124,1.64319,2.97746,1.72159,1.42916,0,0.00100459,0.00100459,0.00100459
152,308.279,0.89797,1.54663,0.88112,0.92995,0,0.41229,0.41903,0.33238,0.18791,0.42101,0.48222,0.35247,0.17977,1.64934,3.00552,1.70652,1.44758,0,0.00100176,0.00100176,0.00100176
153,310.129,0.91164,1.58907,0.82554,0.96983,0,0.41229,0.41903,0.33238,0.18791,0.42101,0.48222,0.35247,0.17977,1.64934,3.00552,1.70652,1.44758,0,0.000998928,0.000998928,0.000998928
154,312.13,0.94339,1.6151,0.82666,0.96219,0,0.45741,0.46222,0.34828,0.2028,0.4854,0.53111,0.37432,0.1892,1.67983,2.99364,1.79816,1.44368,0,0.000996099,0.000996099,0.000996099
155,314.096,0.92322,1.57291,0.84338,0.96016,0,0.45741,0.46222,0.34828,0.2028,0.4854,0.53111,0.37432,0.1892,1.67983,2.99364,1.79816,1.44368,0,0.000993269,0.000993269,0.000993269
156,316.066,0.86642,1.44583,0.76604,0.93886,0,0.47347,0.44155,0.29996,0.17315,0.50408,0.49796,0.33775,0.16792,1.70866,2.98413,1.91133,1.42533,0,0.00099044,0.00099044,0.00099044
157,317.918,0.84002,1.63113,0.84222,0.94038,0,0.47347,0.44155,0.29996,0.17315,0.50408,0.49796,0.33775,0.16792,1.70866,2.98413,1.91133,1.42533,0,0.00098761,0.00098761,0.00098761
158,319.788,0.88077,1.53923,0.78261,0.93421,0,0.46951,0.42167,0.2958,0.1743,0.50642,0.46778,0.31585,0.16207,1.67504,3.01492,1.91663,1.41757,0,0.000984781,0.000984781,0.000984781
159,321.531,0.84618,1.53949,0.89903,0.94712,0,0.46951,0.42167,0.2958,0.1743,0.50642,0.46778,0.31585,0.16207,1.67504,3.01492,1.91663,1.41757,0,0.000981952,0.000981952,0.000981952
160,323.381,0.84069,1.47281,0.74731,0.92747,0,0.60162,0.42787,0.37708,0.22684,0.57008,0.42806,0.39214,0.20794,1.60298,3.03548,1.70856,1.37362,0,0.000979122,0.000979122,0.000979122
161,325.266,0.86301,1.41656,0.77229,0.93707,0,0.60162,0.42787,0.37708,0.22684,0.57008,0.42806,0.39214,0.20794,1.60298,3.03548,1.70856,1.37362,0,0.000976293,0.000976293,0.000976293
162,327.156,0.93589,1.55282,0.77127,0.95762,0,0.64409,0.43222,0.40614,0.2504,0.65037,0.43556,0.4204,0.22296,1.55817,3.06963,1.66909,1.36587,0,0.000973463,0.000973463,0.000973463
163,328.994,0.88528,1.55685,0.78724,0.92852,0,0.64409,0.43222,0.40614,0.2504,0.65037,0.43556,0.4204,0.22296,1.55817,3.06963,1.66909,1.36587,0,0.000970634,0.000970634,0.000970634
164,330.869,0.86756,1.53809,0.77151,0.93939,0,0.59531,0.40408,0.42815,0.27145,0.61022,0.47557,0.44437,0.24546,1.602,3.10173,1.72819,1.39504,0,0.000967805,0.000967805,0.000967805
165,332.83,0.86765,1.4512,0.81133,0.9264,0,0.59531,0.40408,0.42815,0.27145,0.61022,0.47557,0.44437,0.24546,1.602,3.10173,1.72819,1.39504,0,0.000964975,0.000964975,0.000964975
166,334.839,0.87143,1.42422,0.77186,0.92961,0,0.57015,0.40556,0.46756,0.29368,0.58497,0.41222,0.47105,0.27666,1.59472,3.0613,1.71263,1.40489,0,0.000962146,0.000962146,0.000962146
167,336.872,0.91205,1.50696,0.78609,0.95184,0,0.57015,0.40556,0.46756,0.29368,0.58497,0.41222,0.47105,0.27666,1.59472,3.0613,1.71263,1.40489,0,0.000959316,0.000959316,0.000959316
168,338.922,0.86943,1.513,0.80067,0.92992,0,0.59269,0.33745,0.4547,0.2937,0.6167,0.34733,0.45981,0.28361,1.55259,2.9823,1.72561,1.40191,0,0.000956487,0.000956487,0.000956487
169,340.879,0.76551,1.50891,0.7304,0.92707,0,0.59269,0.33745,0.4547,0.2937,0.6167,0.34733,0.45981,0.28361,1.55259,2.9823,1.72561,1.40191,0,0.000953657,0.000953657,0.000953657
170,342.729,0.90063,1.53227,0.81867,0.95556,0,0.56673,0.42426,0.44004,0.28381,0.62776,0.48576,0.47022,0.27931,1.62168,2.90497,1.74633,1.42942,0,0.000950828,0.000950828,0.000950828
171,344.508,0.88724,1.59184,0.79052,0.94323,0,0.56673,0.42426,0.44004,0.28381,0.62776,0.48576,0.47022,0.27931,1.62168,2.90497,1.74633,1.42942,0,0.000947999,0.000947999,0.000947999
172,346.32,0.84563,1.48353,0.79311,0.95829,0,0.53523,0.41556,0.43608,0.26704,0.75098,0.38277,0.48242,0.2657,1.65338,2.83533,1.84209,1.42173,0,0.000945169,0.000945169,0.000945169
173,348.275,0.81913,1.43774,0.72707,0.92562,0,0.53523,0.41556,0.43608,0.26704,0.75098,0.38277,0.48242,0.2657,1.65338,2.83533,1.84209,1.42173,0,0.00094234,0.00094234,0.00094234
174,350.294,0.83941,1.53114,0.79469,0.93304,0,0.6778,0.33445,0.45418,0.26325,0.66429,0.35879,0.4678,0.25652,1.66125,2.82953,1.91381,1.43774,0,0.00093951,0.00093951,0.00093951
175,352.277,0.8387,1.5254,0.7404,0.93277,0,0.6778,0.33445,0.45418,0.26325,0.66429,0.35879,0.4678,0.25652,1.66125,2.82953,1.91381,1.43774,0,0.000936681,0.000936681,0.000936681
176,354.253,0.78342,1.44052,0.71956,0.92079,0,0.41315,0.44444,0.40425,0.25669,0.4273,0.45111,0.42222,0.24773,1.66292,2.83663,2.05542,1.45829,0,0.000933851,0.000933851,0.000933851
177,356.136,0.85614,1.56679,0.79659,0.95418,0,0.41315,0.44444,0.40425,0.25669,0.4273,0.45111,0.42222,0.24773,1.66292,2.83663,2.05542,1.45829,0,0.000931022,0.000931022,0.000931022
178,358.038,0.8088,1.44838,0.71625,0.92175,0,0.32056,0.51667,0.37566,0.24465,0.32742,0.52333,0.39222,0.23325,1.67136,2.84881,2.36693,1.4681,0,0.000928193,0.000928193,0.000928193
179,359.775,0.82075,1.42549,0.74172,0.9474,0,0.32056,0.51667,0.37566,0.24465,0.32742,0.52333,0.39222,0.23325,1.67136,2.84881,2.36693,1.4681,0,0.000925363,0.000925363,0.000925363
180,361.677,0.79591,1.4264,0.74197,0.9131,0,0.41273,0.42222,0.36805,0.22681,0.41273,0.42222,0.36526,0.21698,1.65167,2.91714,2.75928,1.44794,0,0.000922534,0.000922534,0.000922534
181,363.556,0.77102,1.3748,0.69369,0.91707,0,0.41273,0.42222,0.36805,0.22681,0.41273,0.42222,0.36526,0.21698,1.65167,2.91714,2.75928,1.44794,0,0.000919704,0.000919704,0.000919704
182,365.428,0.80675,1.50132,0.71607,0.93233,0,0.42973,0.40802,0.32262,0.18448,0.42973,0.40802,0.31451,0.17348,1.65989,2.93176,3.00069,1.43134,0,0.000916875,0.000916875,0.000916875
183,367.326,0.8383,1.51693,0.73884,0.92993,0,0.42973,0.40802,0.32262,0.18448,0.42973,0.40802,0.31451,0.17348,1.65989,2.93176,3.00069,1.43134,0,0.000914046,0.000914046,0.000914046
184,369.305,0.75089,1.39311,0.69778,0.92333,0,0.45513,0.42206,0.27924,0.15401,0.44498,0.41873,0.28146,0.14256,1.63469,2.93814,2.90856,1.41465,0,0.000911216,0.000911216,0.000911216
185,371.263,0.76656,1.39518,0.67367,0.90446,0,0.45513,0.42206,0.27924,0.15401,0.44498,0.41873,0.28146,0.14256,1.63469,2.93814,2.90856,1.41465,0,0.000908387,0.000908387,0.000908387
186,373.259,0.82678,1.48703,0.71603,0.9319,0,0.43511,0.44595,0.27458,0.15673,0.44338,0.44929,0.28111,0.14632,1.59702,2.85633,2.70668,1.39278,0,0.000905557,0.000905557,0.000905557
187,375.249,0.81044,1.45037,0.69999,0.91338,0,0.43511,0.44595,0.27458,0.15673,0.44338,0.44929,0.28111,0.14632,1.59702,2.85633,2.70668,1.39278,0,0.000902728,0.000902728,0.000902728
188,377.087,0.74021,1.39476,0.66146,0.90842,0,0.42354,0.45942,0.28363,0.16366,0.42295,0.46111,0.30397,0.15196,1.58852,2.76766,2.45134,1.40171,0,0.000899898,0.000899898,0.000899898
189,378.913,0.84483,1.48366,0.72777,0.92486,0,0.42354,0.45942,0.28363,0.16366,0.42295,0.46111,0.30397,0.15196,1.58852,2.76766,2.45134,1.40171,0,0.000897069,0.000897069,0.000897069
190,380.761,0.78914,1.3907,0.67486,0.91981,0,0.36974,0.4844,0.28815,0.17044,0.38367,0.48111,0.3095,0.15541,1.5942,2.75233,2.15366,1.40994,0,0.00089424,0.00089424,0.00089424
191,382.575,0.81134,1.52706,0.75469,0.91855,0,0.36974,0.4844,0.28815,0.17044,0.38367,0.48111,0.3095,0.15541,1.5942,2.75233,2.15366,1.40994,0,0.00089141,0.00089141,0.00089141
192,384.49,0.81928,1.52709,0.70817,0.92934,0,0.37374,0.43152,0.27675,0.1606,0.40145,0.48421,0.31921,0.15561,1.59543,2.77302,1.98441,1.39758,0,0.000888581,0.000888581,0.000888581
193,386.445,0.81675,1.41914,0.6973,0.92603,0,0.37374,0.43152,0.27675,0.1606,0.40145,0.48421,0.31921,0.15561,1.59543,2.77302,1.98441,1.39758,0,0.000885751,0.000885751,0.000885751
194,388.286,0.81834,1.49042,0.70798,0.93763,0,0.39801,0.45094,0.29114,0.15747,0.43407,0.49747,0.31513,0.15409,1.61276,2.76526,1.83653,1.40015,0,0.000882922,0.000882922,0.000882922
195,390.24,0.80115,1.49396,0.77601,0.91088,0,0.39801,0.45094,0.29114,0.15747,0.43407,0.49747,0.31513,0.15409,1.61276,2.76526,1.83653,1.40015,0,0.000880093,0.000880093,0.000880093
196,392.248,0.76472,1.38401,0.66473,0.90895,0,0.45422,0.49723,0.37564,0.17464,0.44139,0.50778,0.31226,0.15707,1.6046,2.73474,1.82491,1.39157,0,0.000877263,0.000877263,0.000877263
197,394.244,0.75328,1.41133,0.69166,0.89899,0,0.45422,0.49723,0.37564,0.17464,0.44139,0.50778,0.31226,0.15707,1.6046,2.73474,1.82491,1.39157,0,0.000874434,0.000874434,0.000874434
198,396.139,0.77185,1.45485,0.68795,0.91414,0,0.43608,0.54,0.39403,0.18379,0.43509,0.49111,0.31463,0.16826,1.6181,2.74885,1.85801,1.4125,0,0.000871604,0.000871604,0.000871604
199,397.986,0.7774,1.45197,0.71802,0.91277,0,0.43608,0.54,0.39403,0.18379,0.43509,0.49111,0.31463,0.16826,1.6181,2.74885,1.85801,1.4125,0,0.000868775,0.000868775,0.000868775
200,399.895,0.8227,1.463,0.71086,0.90595,0,0.3894,0.52333,0.35219,0.18798,0.38051,0.49444,0.3254,0.17872,1.59512,2.82551,1.96174,1.36918,0,0.000865945,0.000865945,0.000865945
201,401.846,0.7681,1.44268,0.68643,0.90794,0,0.3894,0.52333,0.35219,0.18798,0.38051,0.49444,0.3254,0.17872,1.59512,2.82551,1.96174,1.36918,0,0.000863116,0.000863116,0.000863116
202,403.831,0.80548,1.45376,0.71929,0.94249,0,0.31721,0.53,0.29733,0.16992,0.33544,0.48113,0.29096,0.15632,1.60784,2.88792,2.44022,1.37343,0,0.000860287,0.000860287,0.000860287
203,405.82,0.73692,1.37222,0.67959,0.90567,0,0.31721,0.53,0.29733,0.16992,0.33544,0.48113,0.29096,0.15632,1.60784,2.88792,2.44022,1.37343,0,0.000857457,0.000857457,0.000857457
204,407.838,0.80752,1.41409,0.71902,0.92331,0,0.32429,0.46444,0.28533,0.16409,0.33261,0.46515,0.28876,0.16064,1.62804,2.88442,2.58117,1.38225,0,0.000854628,0.000854628,0.000854628
205,409.794,0.77974,1.38794,0.67974,0.91683,0,0.32429,0.46444,0.28533,0.16409,0.33261,0.46515,0.28876,0.16064,1.62804,2.88442,2.58117,1.38225,0,0.000851798,0.000851798,0.000851798
206,411.771,0.81868,1.43448,0.74397,0.92044,0,0.35041,0.47444,0.34276,0.20486,0.36133,0.47619,0.34775,0.19436,1.61953,2.77993,2.27108,1.39808,0,0.000848969,0.000848969,0.000848969
207,413.619,0.72878,1.45256,0.67035,0.90278,0,0.35041,0.47444,0.34276,0.20486,0.36133,0.47619,0.34775,0.19436,1.61953,2.77993,2.27108,1.39808,0,0.000846139,0.000846139,0.000846139
208,415.557,0.76727,1.3626,0.67315,0.90738,0,0.49549,0.34556,0.31851,0.1805,0.44718,0.39222,0.32378,0.17913,1.60069,2.73652,1.97568,1.38876,0,0.00084331,0.00084331,0.00084331
209,417.51,0.77199,1.43188,0.6754,0.90857,0,0.49549,0.34556,0.31851,0.1805,0.44718,0.39222,0.32378,0.17913,1.60069,2.73652,1.97568,1.38876,0,0.000840481,0.000840481,0.000840481
210,419.397,0.78983,1.421,0.68312,0.92802,0,0.53295,0.37556,0.32533,0.19228,0.53295,0.37556,0.33489,0.18839,1.59637,2.72309,1.854,1.38494,0,0.000837651,0.000837651,0.000837651
211,421.187,0.82592,1.46282,0.75161,0.95686,0,0.53295,0.37556,0.32533,0.19228,0.53295,0.37556,0.33489,0.18839,1.59637,2.72309,1.854,1.38494,0,0.000834822,0.000834822,0.000834822
212,422.974,0.7778,1.41061,0.71939,0.92385,0,0.59305,0.37629,0.35804,0.21111,0.59305,0.37629,0.36534,0.2036,1.58746,2.75805,1.80334,1.40076,0,0.000831992,0.000831992,0.000831992
213,424.9,0.75435,1.46131,0.66878,0.89786,0,0.59305,0.37629,0.35804,0.21111,0.59305,0.37629,0.36534,0.2036,1.58746,2.75805,1.80334,1.40076,0,0.000829163,0.000829163,0.000829163
214,426.863,0.80808,1.46595,0.76568,0.93141,0,0.52608,0.48778,0.3479,0.19483,0.53322,0.49111,0.35313,0.1793,1.59862,2.81736,1.75314,1.42248,0,0.000826334,0.000826334,0.000826334
215,428.846,0.73915,1.31982,0.65165,0.88809,0,0.52608,0.48778,0.3479,0.19483,0.53322,0.49111,0.35313,0.1793,1.59862,2.81736,1.75314,1.42248,0,0.000823504,0.000823504,0.000823504
216,430.849,0.77591,1.3927,0.70217,0.91044,0,0.40018,0.48841,0.32436,0.17135,0.39806,0.48556,0.31798,0.15863,1.60144,2.87673,1.67927,1.41911,0,0.000820675,0.000820675,0.000820675
217,432.859,0.76565,1.3842,0.65586,0.90842,0,0.40018,0.48841,0.32436,0.17135,0.39806,0.48556,0.31798,0.15863,1.60144,2.87673,1.67927,1.41911,0,0.000817845,0.000817845,0.000817845
218,434.841,0.73647,1.39795,0.66546,0.90945,0,0.46035,0.28889,0.31087,0.16447,0.44913,0.28222,0.3037,0.14663,1.60439,2.88466,1.66348,1.41715,0,0.000815016,0.000815016,0.000815016
219,436.824,0.74191,1.33516,0.69362,0.91447,0,0.46035,0.28889,0.31087,0.16447,0.44913,0.28222,0.3037,0.14663,1.60439,2.88466,1.66348,1.41715,0,0.000812186,0.000812186,0.000812186
220,438.848,0.73731,1.34839,0.6593,0.89878,0,0.42159,0.3047,0.30469,0.16294,0.43638,0.31408,0.31469,0.15152,1.62174,2.89904,1.62187,1.45418,0,0.000809357,0.000809357,0.000809357
221,440.828,0.76819,1.42803,0.71867,0.91833,0,0.42159,0.3047,0.30469,0.16294,0.43638,0.31408,0.31469,0.15152,1.62174,2.89904,1.62187,1.45418,0,0.000806528,0.000806528,0.000806528
222,442.847,0.72831,1.43554,0.66832,0.89417,0,0.35619,0.31222,0.28772,0.15826,0.38111,0.33222,0.31558,0.15259,1.6232,2.90527,1.62585,1.45255,0,0.000803698,0.000803698,0.000803698
223,444.784,0.76674,1.39303,0.66521,0.91369,0,0.35619,0.31222,0.28772,0.15826,0.38111,0.33222,0.31558,0.15259,1.6232,2.90527,1.62585,1.45255,0,0.000800869,0.000800869,0.000800869
224,446.713,0.72242,1.37665,0.60811,0.89909,0,0.34598,0.33222,0.27733,0.15569,0.35892,0.34222,0.30474,0.14452,1.64963,2.90669,1.60211,1.47626,0,0.000798039,0.000798039,0.000798039
225,448.597,0.72142,1.26816,0.63864,0.9036,0,0.34598,0.33222,0.27733,0.15569,0.35892,0.34222,0.30474,0.14452,1.64963,2.90669,1.60211,1.47626,0,0.00079521,0.00079521,0.00079521
226,450.527,0.74961,1.36924,0.6582,0.91297,0,0.35051,0.31556,0.27937,0.14974,0.37777,0.32889,0.30558,0.14333,1.66782,2.85576,1.62387,1.49522,0,0.00079238,0.00079238,0.00079238
227,452.443,0.70975,1.37332,0.67553,0.90465,0,0.35051,0.31556,0.27937,0.14974,0.37777,0.32889,0.30558,0.14333,1.66782,2.85576,1.62387,1.49522,0,0.000789551,0.000789551,0.000789551
228,454.479,0.76133,1.41292,0.66068,0.91185,0,0.42137,0.31889,0.29501,0.15465,0.44421,0.33556,0.32828,0.14884,1.6748,2.84059,1.5566,1.51667,0,0.000786722,0.000786722,0.000786722
229,456.486,0.73975,1.35818,0.65217,0.90404,0,0.42137,0.31889,0.29501,0.15465,0.44421,0.33556,0.32828,0.14884,1.6748,2.84059,1.5566,1.51667,0,0.000783892,0.000783892,0.000783892
230,458.547,0.74073,1.39312,0.67457,0.90216,0,0.40289,0.32222,0.29452,0.15817,0.42365,0.33889,0.31573,0.151,1.67078,2.86829,1.55984,1.48578,0,0.000781063,0.000781063,0.000781063
231,460.553,0.77428,1.36381,0.62504,0.9184,0,0.40289,0.32222,0.29452,0.15817,0.42365,0.33889,0.31573,0.151,1.67078,2.86829,1.55984,1.48578,0,0.000778233,0.000778233,0.000778233
232,462.59,0.74833,1.386,0.69339,0.90458,0,0.40947,0.32889,0.30682,0.15886,0.41812,0.33556,0.32121,0.15342,1.66594,2.89308,1.54462,1.4647,0,0.000775404,0.000775404,0.000775404
233,464.633,0.73053,1.33158,0.65521,0.88788,0,0.40947,0.32889,0.30682,0.15886,0.41812,0.33556,0.32121,0.15342,1.66594,2.89308,1.54462,1.4647,0,0.000772575,0.000772575,0.000772575
234,466.656,0.69427,1.33154,0.63555,0.89654,0,0.39674,0.30556,0.31007,0.16616,0.39157,0.30222,0.30751,0.14968,1.60693,2.89099,1.60033,1.44181,0,0.000769745,0.000769745,0.000769745
235,468.626,0.72404,1.38909,0.63588,0.88806,0,0.39674,0.30556,0.31007,0.16616,0.39157,0.30222,0.30751,0.14968,1.60693,2.89099,1.60033,1.44181,0,0.000766916,0.000766916,0.000766916
236,470.75,0.75158,1.369,0.67074,0.88804,0,0.32204,0.55444,0.30769,0.16519,0.30213,0.55444,0.30247,0.14896,1.5942,2.85908,1.68268,1.41606,0,0.000764086,0.000764086,0.000764086
237,472.719,0.72397,1.33167,0.62637,0.89535,0,0.32204,0.55444,0.30769,0.16519,0.30213,0.55444,0.30247,0.14896,1.5942,2.85908,1.68268,1.41606,0,0.000761257,0.000761257,0.000761257
238,474.773,0.75314,1.3352,0.66585,0.89226,0,0.46389,0.44444,0.32365,0.17973,0.47146,0.44778,0.33081,0.16409,1.66959,2.82624,1.88181,1.43504,0,0.000758427,0.000758427,0.000758427
239,476.851,0.73636,1.35949,0.6323,0.89399,0,0.46389,0.44444,0.32365,0.17973,0.47146,0.44778,0.33081,0.16409,1.66959,2.82624,1.88181,1.43504,0,0.000755598,0.000755598,0.000755598
240,478.862,0.70864,1.3466,0.65942,0.90405,0,0.35782,0.49,0.31064,0.18785,0.34603,0.51203,0.32681,0.1709,1.73522,2.85375,2.33772,1.45035,0,0.000752769,0.000752769,0.000752769
241,480.931,0.71989,1.339,0.6281,0.89511,0,0.35782,0.49,0.31064,0.18785,0.34603,0.51203,0.32681,0.1709,1.73522,2.85375,2.33772,1.45035,0,0.000749939,0.000749939,0.000749939
242,483.029,0.72033,1.38199,0.63144,0.90934,0,0.3474,0.46333,0.26818,0.15192,0.36285,0.46995,0.27663,0.14253,1.71356,2.84966,2.87119,1.43764,0,0.00074711,0.00074711,0.00074711
243,485.008,0.71269,1.35679,0.60476,0.89015,0,0.3474,0.46333,0.26818,0.15192,0.36285,0.46995,0.27663,0.14253,1.71356,2.84966,2.87119,1.43764,0,0.00074428,0.00074428,0.00074428
244,487.044,0.70702,1.38323,0.63353,0.89452,0,0.38,0.42957,0.26488,0.15158,0.36648,0.42624,0.2671,0.14034,1.7101,2.94299,3.1747,1.43302,0,0.000741451,0.000741451,0.000741451
245,488.968,0.70295,1.26609,0.62078,0.89118,0,0.38,0.42957,0.26488,0.15158,0.36648,0.42624,0.2671,0.14034,1.7101,2.94299,3.1747,1.43302,0,0.000738622,0.000738622,0.000738622
246,490.939,0.71414,1.39698,0.64123,0.89276,0,0.37179,0.51111,0.26259,0.15951,0.35422,0.50778,0.25781,0.1456,1.63767,3.08523,3.32707,1.39359,0,0.000735792,0.000735792,0.000735792
247,492.836,0.74906,1.38152,0.63387,0.90724,0,0.37179,0.51111,0.26259,0.15951,0.35422,0.50778,0.25781,0.1456,1.63767,3.08523,3.32707,1.39359,0,0.000732963,0.000732963,0.000732963
248,494.895,0.7098,1.29946,0.63271,0.88823,0,0.37567,0.53162,0.243,0.1417,0.37567,0.53162,0.24995,0.12589,1.57469,3.04752,3.01407,1.35961,0,0.000730133,0.000730133,0.000730133
249,496.959,0.68541,1.34095,0.61172,0.88678,0,0.37567,0.53162,0.243,0.1417,0.37567,0.53162,0.24995,0.12589,1.57469,3.04752,3.01407,1.35961,0,0.000727304,0.000727304,0.000727304
