epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
25,61.7952,1.42845,2.35362,2.93587,0.00729,3.80032,0.02761,0.73778,0.13173,0.07198,0.0282,0.74444,0.14676,0.07151,1.5865,3.08421,3.39602,0.01087,0,0.000666936,0.000666936,0.000666936
26,64.2271,1.45751,2.40042,2.961,0.00693,3.58787,0.02829,0.73444,0.13057,0.06779,0.02889,0.74111,0.15067,0.0728,1.63492,2.99458,3.41037,0.01113,0,0.000692715,0.000692715,0.000692715
27,66.6937,1.47082,2.55379,3.03171,0.00685,3.67951,0.02922,0.73778,0.13533,0.06905,0.02953,0.74111,0.16269,0.07945,1.65143,2.89669,3.39954,0.01126,0,0.000718381,0.000718381,0.000718381
28,69.0475,1.53296,2.40786,3.00313,0.00743,3.50712,0.02922,0.73778,0.13533,0.06905,0.02953,0.74111,0.16269,0.07945,1.65143,2.89669,3.39954,0.01126,0,0.000743933,0.000743933,0.000743933
29,71.4184,1.41959,2.39912,2.95554,0.00685,3.37115,0.02979,0.68222,0.14513,0.0821,0.03033,0.74111,0.1693,0.0879,1.68229,2.88448,3.24354,0.01147,0,0.000769372,0.000769372,0.000769372
30,73.8259,1.42183,2.45873,2.80777,0.00691,3.40459,0.03019,0.74444,0.15002,0.08141,0.0287,0.67556,0.16358,0.08589,1.60067,3.03492,3.20761,0.01091,0,0.000794699,0.000794699,0.000794699
31,76.256,1.46872,2.40332,2.91167,0.0075,3.18592,0.03019,0.74444,0.15002,0.08141,0.0287,0.67556,0.16358,0.08589,1.60067,3.03492,3.20761,0.01091,0,0.000819912,0.000819912,0.000819912
32,78.7077,1.30629,2.20614,2.78017,0.00686,3.20273,0.02968,0.68889,0.16661,0.09387,0.02843,0.67556,0.17957,0.09572,1.56877,3.02481,3.14688,0.01003,0,0.000845011,0.000845011,0.000845011
33,81.1689,1.37991,2.26567,2.74385,0.00648,3.15494,0.0285,0.68222,0.22592,0.12807,0.0288,0.68556,0.23206,0.1345,1.60302,2.88166,3.08487,0.01045,0,0.000869998,0.000869998,0.000869998
34,83.5648,1.43439,2.41202,2.79799,0.00755,3.16676,0.0285,0.68222,0.22592,0.12807,0.0288,0.68556,0.23206,0.1345,1.60302,2.88166,3.08487,0.01045,0,0.000894872,0.000894872,0.000894872
35,85.9691,1.41233,2.5693,2.87745,0.00702,2.88328,0.029,0.68889,0.27953,0.1622,0.029,0.68889,0.29042,0.16861,1.58459,2.73799,3.07067,0.01062,0,0.000919632,0.000919632,0.000919632
36,88.4657,1.36991,2.23768,2.70822,0.0068,3.0037,0.2498,0.19111,0.18888,0.092,0.26433,0.1974,0.19102,0.08764,1.62023,2.98544,3.09913,0.01085,0,0.000944279,0.000944279,0.000944279
37,90.8137,1.52804,2.4762,2.73905,0.00693,2.96432,0.2498,0.19111,0.18888,0.092,0.26433,0.1974,0.19102,0.08764,1.62023,2.98544,3.09913,0.01085,0,0.000968813,0.000968813,0.000968813
38,93.2323,1.43527,2.38409,2.71618,0.00772,3.01897,0.31807,0.05889,0.12075,0.06752,0.03462,0.68889,0.09303,0.04423,1.64678,3.48173,3.18644,0.01113,0,0.000993234,0.000993234,0.000993234
39,95.5565,1.34977,2.36192,2.71093,0.00708,2.99411,0.03842,0.67556,0.11275,0.06437,0.03971,0.68556,0.11894,0.0594,1.60078,3.19158,3.25613,0.01056,0,0.00101754,0.00101754,0.00101754
40,97.9944,1.33108,2.21429,2.52521,0.00654,2.89584,0.03842,0.67556,0.11275,0.06437,0.03971,0.68556,0.11894,0.0594,1.60078,3.19158,3.25613,0.01056,0,0.00104174,0.00104174,0.00104174
41,100.434,1.34267,2.28107,2.60019,0.00684,2.89548,0.03886,0.70556,0.11261,0.06468,0.03807,0.69889,0.11561,0.05785,1.61255,3.03041,3.19208,0.0106,0,0.00106582,0.00106582,0.00106582
42,102.943,1.41617,2.25734,2.59182,0.00717,2.9111,0.03437,0.71889,0.13675,0.06753,0.03371,0.71222,0.13685,0.0608,1.57898,3.01117,3.15282,0.01043,0,0.00108978,0.00108978,0.00108978
43,105.358,1.28809,2.0929,2.49055,0.00639,2.67177,0.03437,0.71889,0.13675,0.06753,0.03371,0.71222,0.13685,0.0608,1.57898,3.01117,3.15282,0.01043,0,0.00111364,0.00111364,0.00111364
44,107.78,1.33796,2.12613,2.57998,0.00704,2.81414,0.03401,0.70889,0.13146,0.06289,0.03435,0.71222,0.14251,0.06068,1.55395,2.98871,3.18961,0.00979,0,0.00113738,0.00113738,0.00113738
45,110.083,1.31405,2.10843,2.64856,0.00912,2.89854,0.03401,0.70889,0.13146,0.06289,0.03435,0.71222,0.14251,0.06068,1.55395,2.98871,3.18961,0.00979,0,0.00116101,0.00116101,0.00116101
46,112.433,1.39772,2.23093,2.40975,0.00692,2.76351,0.03992,0.68889,0.13691,0.07139,0.04163,0.70222,0.13759,0.06378,1.57235,2.92277,3.2465,0.01044,0,0.00118453,0.00118453,0.00118453
47,114.79,1.24589,2.10079,2.40267,0.0068,2.76003,0.03992,0.68889,0.13691,0.07139,0.04163,0.70222,0.13759,0.06378,1.57235,2.92277,3.2465,0.01044,0,0.00120793,0.00120793,0.00120793
48,117.226,1.37735,2.16752,2.46163,0.00734,2.73184,0.56534,0.16667,0.18796,0.10931,0.56534,0.16667,0.18752,0.09595,1.55837,2.81578,3.21877,0.01012,0,0.00123122,0.00123122,0.00123122
49,119.656,1.26589,2.03285,2.33082,0.00715,2.83265,0.56534,0.16667,0.18796,0.10931,0.56534,0.16667,0.18752,0.09595,1.55837,2.81578,3.21877,0.01012,0,0.00125439,0.00125439,0.00125439
50,122.01,1.35695,2.24483,2.51142,0.0068,2.71513,0.57134,0.22222,0.15315,0.08869,0.57134,0.22222,0.16107,0.08432,1.62892,2.84469,3.30957,0.01085,0,0.00127745,0.00127745,0.00127745
51,124.404,1.363,2.24114,2.38376,0.00645,2.72864,0.57134,0.22222,0.15315,0.08869,0.57134,0.22222,0.16107,0.08432,1.62892,2.84469,3.30957,0.01085,0,0.00128753,0.00128753,0.00128753
52,126.771,1.2928,2.17438,2.22387,0.00661,2.47444,0.81648,0.05556,0.15929,0.09706,0.81648,0.05556,0.16284,0.0974,1.67802,2.9703,3.37589,0.01141,0,0.0012847,0.0012847,0.0012847
53,129.152,1.41113,2.16559,2.43537,0.00695,2.94142,0.81648,0.05556,0.15929,0.09706,0.81648,0.05556,0.16284,0.0974,1.67802,2.9703,3.37589,0.01141,0,0.00128187,0.00128187,0.00128187
54,131.563,1.30591,2.1557,2.35522,0.00678,2.8375,0.5793,0.16667,0.12296,0.07589,0.5793,0.16667,0.12677,0.06967,1.60948,3.03727,3.37368,0.01031,0,0.00127904,0.00127904,0.00127904
55,133.905,1.29723,2.15953,2.39416,0.0069,2.79629,0.5793,0.16667,0.12296,0.07589,0.5793,0.16667,0.12677,0.06967,1.60948,3.03727,3.37368,0.01031,0,0.00127621,0.00127621,0.00127621
56,136.394,1.39977,2.25754,2.33547,0.00645,2.56753,0.54307,0.22653,0.1406,0.0812,0.47021,0.22556,0.14549,0.07561,1.6354,2.96986,3.20955,0.01025,0,0.00127338,0.00127338,0.00127338
57,138.741,1.37355,2.31233,2.23506,0.00656,2.4346,0.54307,0.22653,0.1406,0.0812,0.47021,0.22556,0.14549,0.07561,1.6354,2.96986,3.20955,0.01025,0,0.00127055,0.00127055,0.00127055
58,141.085,1.35546,2.03234,2.2972,0.00678,2.41674,0.53097,0.22869,0.14033,0.078,0.53097,0.22869,0.14476,0.06974,1.66999,3.19301,3.17069,0.01088,0,0.00126772,0.00126772,0.00126772
59,143.549,1.37635,2.2266,2.14953,0.00634,2.33473,0.53097,0.22869,0.14033,0.078,0.53097,0.22869,0.14476,0.06974,1.66999,3.19301,3.17069,0.01088,0,0.00126489,0.00126489,0.00126489
60,146.079,1.36002,2.19675,2.10695,0.00615,2.40388,0.05204,0.65222,0.13058,0.06519,0.05075,0.64556,0.1313,0.05682,1.7469,3.49284,3.50268,0.01192,0,0.00126206,0.00126206,0.00126206
61,148.411,1.46203,2.25154,2.23819,0.00752,2.47926,0.05204,0.65222,0.13058,0.06519,0.05075,0.64556,0.1313,0.05682,1.7469,3.49284,3.50268,0.01192,0,0.00125923,0.00125923,0.00125923
62,150.753,1.35463,2.08248,2.22633,0.00709,2.41478,0.05658,0.59556,0.13432,0.06998,0.05748,0.59889,0.11909,0.0523,1.64079,3.65299,3.62084,0.01074,0,0.00125641,0.00125641,0.00125641
63,153.166,1.35438,2.15956,2.2789,0.00664,2.90888,0.05658,0.59556,0.13432,0.06998,0.05748,0.59889,0.11909,0.0523,1.64079,3.65299,3.62084,0.01074,0,0.00125358,0.00125358,0.00125358
64,155.597,1.35914,2.1029,2.22567,0.00745,2.31444,0.23419,0.38333,0.10845,0.05651,0.23199,0.38333,0.1078,0.05053,1.60614,3.1498,3.29823,0.01053,0,0.00125075,0.00125075,0.00125075
65,157.998,1.26703,2.16715,2.16319,0.00601,2.48352,0.23419,0.38333,0.10845,0.05651,0.23199,0.38333,0.1078,0.05053,1.60614,3.1498,3.29823,0.01053,0,0.00124792,0.00124792,0.00124792
66,160.358,1.34694,2.17081,2.34123,0.00712,2.60115,0.22378,0.25518,0.16143,0.06677,0.22961,0.249,0.15644,0.06426,1.64701,3.33218,2.66445,0.01124,0,0.00124509,0.00124509,0.00124509
67,162.752,1.22428,2.19612,1.96691,0.0056,2.27504,0.22378,0.25518,0.16143,0.06677,0.22961,0.249,0.15644,0.06426,1.64701,3.33218,2.66445,0.01124,0,0.00124226,0.00124226,0.00124226
68,165.155,1.32666,2.24452,2.35809,0.00713,2.41558,0.16124,0.20149,0.17187,0.08197,0.17739,0.21,0.18132,0.07092,1.68262,3.43397,2.45453,0.01161,0,0.00123943,0.00123943,0.00123943
69,167.578,1.30791,2.22051,2.19307,0.00622,2.64555,0.16124,0.20149,0.17187,0.08197,0.17739,0.21,0.18132,0.07092,1.68262,3.43397,2.45453,0.01161,0,0.0012366,0.0012366,0.0012366
70,169.958,1.25059,2.09281,2.00066,0.00659,2.46988,0.22467,0.17333,0.20538,0.09873,0.23598,0.18667,0.21144,0.08743,1.71831,3.42367,2.3866,0.01227,0,0.00123377,0.00123377,0.00123377
71,172.34,1.3444,2.18701,2.17535,0.00657,2.30849,0.22467,0.17333,0.20538,0.09873,0.23598,0.18667,0.21144,0.08743,1.71831,3.42367,2.3866,0.01227,0,0.00123094,0.00123094,0.00123094
72,174.743,1.3549,2.11627,2.00339,0.00695,2.24476,0.16036,0.31748,0.17464,0.08561,0.15604,0.26556,0.18035,0.08279,1.78762,3.43312,2.49331,0.01254,0,0.00122811,0.00122811,0.00122811
73,177.093,1.26681,2.20752,2.25703,0.00686,2.24239,0.16036,0.31748,0.17464,0.08561,0.15604,0.26556,0.18035,0.08279,1.78762,3.43312,2.49331,0.01254,0,0.00122528,0.00122528,0.00122528
74,179.465,1.25104,2.13925,1.96121,0.00592,2.27966,0.23306,0.43697,0.12079,0.05996,0.2181,0.43364,0.12166,0.05843,1.63308,3.44928,3.20842,0.01087,0,0.00122245,0.00122245,0.00122245
75,181.783,1.32657,2.2283,2.19493,0.00648,2.32291,0.23306,0.43697,0.12079,0.05996,0.2181,0.43364,0.12166,0.05843,1.63308,3.44928,3.20842,0.01087,0,0.00121962,0.00121962,0.00121962
76,184.184,1.33933,2.03443,2.08778,0.00603,2.24307,0.29709,0.47763,0.17747,0.08231,0.28681,0.4743,0.17349,0.08029,1.59903,3.43585,2.91128,0.01064,0,0.00121679,0.00121679,0.00121679
77,186.562,1.30768,2.02041,2.05074,0.00658,2.38215,0.29709,0.47763,0.17747,0.08231,0.28681,0.4743,0.17349,0.08029,1.59903,3.43585,2.91128,0.01064,0,0.00121396,0.00121396,0.00121396
78,189.017,1.3022,2.05176,2.08897,0.00626,2.26384,0.24554,0.41107,0.15651,0.07717,0.2163,0.40107,0.14727,0.07268,1.6123,3.35972,2.90954,0.01074,0,0.00121113,0.00121113,0.00121113
79,191.702,1.29062,2.07223,1.96961,0.00637,1.92407,0.24554,0.41107,0.15651,0.07717,0.2163,0.40107,0.14727,0.07268,1.6123,3.35972,2.90954,0.01074,0,0.00120831,0.00120831,0.00120831
80,195.189,1.31894,2.05662,2.40444,0.00743,2.11192,0.2751,0.38444,0.1684,0.08623,0.2527,0.37778,0.15514,0.07854,1.68816,3.4569,2.78373,0.01112,0,0.00120548,0.00120548,0.00120548
81,198.59,1.30257,2.00932,1.99825,0.00666,1.99678,0.2751,0.38444,0.1684,0.08623,0.2527,0.37778,0.15514,0.07854,1.68816,3.4569,2.78373,0.01112,0,0.00120265,0.00120265,0.00120265
82,202.029,1.27436,2.21904,1.86593,0.00631,1.98562,0.28974,0.48889,0.17672,0.08672,0.29347,0.48493,0.16476,0.08299,1.70739,3.44024,2.91687,0.01147,0,0.00119982,0.00119982,0.00119982
83,205.551,1.28012,2.18365,2.05441,0.00646,2.23043,0.28974,0.48889,0.17672,0.08672,0.29347,0.48493,0.16476,0.08299,1.70739,3.44024,2.91687,0.01147,0,0.00119699,0.00119699,0.00119699
84,209.063,1.28181,2.16962,1.86892,0.00577,2.04364,0.26034,0.47889,0.1728,0.07873,0.24223,0.47222,0.15726,0.07741,1.70493,3.42521,3.09177,0.01114,0,0.00119416,0.00119416,0.00119416
85,212.637,1.343,2.0395,1.87548,0.00596,2.09818,0.26034,0.47889,0.1728,0.07873,0.24223,0.47222,0.15726,0.07741,1.70493,3.42521,3.09177,0.01114,0,0.00119133,0.00119133,0.00119133
86,216.141,1.28407,2.07747,1.99955,0.00643,2.11002,0.24475,0.48889,0.15709,0.0709,0.23713,0.48556,0.15005,0.07234,1.67461,3.46172,3.17013,0.01097,0,0.0011885,0.0011885,0.0011885
87,219.597,1.29275,2.02333,1.912,0.00603,2.0892,0.24475,0.48889,0.15709,0.0709,0.23713,0.48556,0.15005,0.07234,1.67461,3.46172,3.17013,0.01097,0,0.00118567,0.00118567,0.00118567
88,223.221,1.24431,2.05392,1.9621,0.00583,2.24573,0.26005,0.38778,0.17694,0.08534,0.26715,0.39111,0.17232,0.08646,1.62301,3.14697,2.79037,0.01048,0,0.00118284,0.00118284,0.00118284
89,226.664,1.30261,1.98632,1.90861,0.00624,1.91842,0.26005,0.38778,0.17694,0.08534,0.26715,0.39111,0.17232,0.08646,1.62301,3.14697,2.79037,0.01048,0,0.00118001,0.00118001,0.00118001
90,230.146,1.27353,1.90334,1.90966,0.00666,2.21446,0.3146,0.41222,0.23907,0.12111,0.31009,0.40889,0.23395,0.11624,1.67625,3.17009,2.37753,0.01162,0,0.00117718,0.00117718,0.00117718
91,233.598,1.26569,1.97677,1.92351,0.00561,1.92682,0.3146,0.41222,0.23907,0.12111,0.31009,0.40889,0.23395,0.11624,1.67625,3.17009,2.37753,0.01162,0,0.00117435,0.00117435,0.00117435
92,237.32,1.26243,1.96397,1.87255,0.0057,2.26703,0.28676,0.41556,0.23857,0.11713,0.28967,0.41556,0.23834,0.11778,1.76886,3.23792,2.35302,0.01273,0,0.00117152,0.00117152,0.00117152
93,240.922,1.30546,2.0282,1.76479,0.00543,1.9252,0.28676,0.41556,0.23857,0.11713,0.28967,0.41556,0.23834,0.11778,1.76886,3.23792,2.35302,0.01273,0,0.00116869,0.00116869,0.00116869
94,244.545,1.30592,2.0354,1.87439,0.00628,1.80677,0.34219,0.29333,0.20377,0.11526,0.29005,0.31,0.20674,0.11126,1.76768,3.15711,2.59423,0.0123,0,0.00116586,0.00116586,0.00116586
95,248.071,1.26296,1.9651,1.77654,0.00666,2.07775,0.34219,0.29333,0.20377,0.11526,0.29005,0.31,0.20674,0.11126,1.76768,3.15711,2.59423,0.0123,0,0.00116303,0.00116303,0.00116303
96,251.663,1.28644,1.99722,1.84453,0.00641,2.01214,0.23121,0.41111,0.18729,0.10575,0.23652,0.41444,0.19619,0.10544,1.73453,3.09741,2.76628,0.01184,0,0.00116021,0.00116021,0.00116021
97,255.243,1.18608,1.84035,1.67993,0.00557,1.52931,0.23121,0.41111,0.18729,0.10575,0.23652,0.41444,0.19619,0.10544,1.73453,3.09741,2.76628,0.01184,0,0.00115738,0.00115738,0.00115738
98,259.115,1.27876,2.05284,1.74835,0.00585,1.7723,0.28543,0.50222,0.19013,0.09651,0.31269,0.49464,0.20051,0.09595,1.68782,2.97753,2.81791,0.01193,0,0.00115455,0.00115455,0.00115455
99,262.629,1.17782,1.91038,1.82792,0.00669,2.06533,0.28543,0.50222,0.19013,0.09651,0.31269,0.49464,0.20051,0.09595,1.68782,2.97753,2.81791,0.01193,0,0.00115172,0.00115172,0.00115172
100,266.24,1.2472,2.06646,1.75513,0.00612,1.57919,0.32794,0.45,0.26043,0.15292,0.32988,0.45,0.26653,0.15125,1.69821,2.75638,2.7214,0.0114,0,0.00114889,0.00114889,0.00114889
101,269.646,1.17676,1.94026,1.66928,0.00634,1.43224,0.32794,0.45,0.26043,0.15292,0.32988,0.45,0.26653,0.15125,1.69821,2.75638,2.7214,0.0114,0,0.00114606,0.00114606,0.00114606
102,273.333,1.20739,1.95095,1.68595,0.00549,1.64868,0.34589,0.44916,0.26417,0.1446,0.34589,0.44916,0.26636,0.13806,1.70555,2.70521,2.51557,0.01194,0,0.00114323,0.00114323,0.00114323
103,276.65,1.15746,1.92122,1.71845,0.00563,1.67504,0.34589,0.44916,0.26417,0.1446,0.34589,0.44916,0.26636,0.13806,1.70555,2.70521,2.51557,0.01194,0,0.0011404,0.0011404,0.0011404
104,280.275,1.14003,1.84264,1.63465,0.00568,1.54955,0.47969,0.38181,0.33721,0.20101,0.58522,0.43444,0.41977,0.19942,1.66108,2.68225,2.15071,0.01107,0,0.00113757,0.00113757,0.00113757
105,283.886,1.30979,2.11288,1.71225,0.00569,1.53727,0.47969,0.38181,0.33721,0.20101,0.58522,0.43444,0.41977,0.19942,1.66108,2.68225,2.15071,0.01107,0,0.00113474,0.00113474,0.00113474
106,287.749,1.23543,1.92621,1.61673,0.00573,1.73411,0.51709,0.36667,0.3754,0.21486,0.49466,0.37,0.3801,0.19306,1.69909,2.6715,2.06079,0.01117,0,0.00113191,0.00113191,0.00113191
107,291.046,1.17533,1.90509,1.72717,0.00572,1.43283,0.51709,0.36667,0.3754,0.21486,0.49466,0.37,0.3801,0.19306,1.69909,2.6715,2.06079,0.01117,0,0.00112908,0.00112908,0.00112908
108,293.53,1.25132,1.93961,1.64347,0.00527,1.41234,0.43374,0.30556,0.34621,0.19855,0.43172,0.31222,0.35698,0.18397,1.67765,2.65123,2.07244,0.01083,0,0.00112625,0.00112625,0.00112625
109,295.906,1.21038,1.92767,1.64464,0.00584,1.40416,0.43374,0.30556,0.34621,0.19855,0.43172,0.31222,0.35698,0.18397,1.67765,2.65123,2.07244,0.01083,0,0.00112342,0.00112342,0.00112342
110,298.281,1.13786,1.8239,1.65278,0.00602,1.48982,0.78821,0.22333,0.25626,0.13698,0.75141,0.22924,0.2564,0.12768,1.72211,2.75283,2.06255,0.01198,0,0.00112059,0.00112059,0.00112059
111,300.698,1.26257,1.98821,1.63517,0.00585,1.70364,0.78821,0.22333,0.25626,0.13698,0.75141,0.22924,0.2564,0.12768,1.72211,2.75283,2.06255,0.01198,0,0.00111776,0.00111776,0.00111776
112,303.12,1.22396,1.82055,1.61873,0.00608,1.47032,0.76513,0.21667,0.23457,0.12522,0.77226,0.21519,0.2419,0.11363,1.75687,2.80295,2.09304,0.01215,0,0.00111493,0.00111493,0.00111493
113,305.473,1.2883,1.86432,1.89506,0.00809,1.78554,0.76513,0.21667,0.23457,0.12522,0.77226,0.21519,0.2419,0.11363,1.75687,2.80295,2.09304,0.01215,0,0.0011121,0.0011121,0.0011121
114,307.935,1.2647,1.94646,1.73027,0.00596,1.58965,0.30261,0.26569,0.25662,0.13406,0.30619,0.26531,0.26077,0.12229,1.73607,2.88597,2.07736,0.01206,0,0.00110928,0.00110928,0.00110928
115,310.332,1.24659,1.76335,1.52688,0.00607,1.30324,0.30261,0.26569,0.25662,0.13406,0.30619,0.26531,0.26077,0.12229,1.73607,2.88597,2.07736,0.01206,0,0.00110645,0.00110645,0.00110645
116,312.783,1.25314,1.87591,1.54618,0.00544,1.53049,0.37995,0.43889,0.31244,0.15565,0.39132,0.43831,0.31911,0.14434,1.71196,2.84967,2.03563,0.01206,0,0.00110362,0.00110362,0.00110362
117,315.189,1.30034,1.91712,1.50845,0.00556,1.1113,0.37995,0.43889,0.31244,0.15565,0.39132,0.43831,0.31911,0.14434,1.71196,2.84967,2.03563,0.01206,0,0.00110079,0.00110079,0.00110079
118,317.576,1.2966,1.82583,1.64566,0.00634,1.64782,0.5398,0.38222,0.3384,0.17054,0.53861,0.38222,0.34019,0.16037,1.70483,2.896,2.01977,0.01191,0,0.00109796,0.00109796,0.00109796
119,319.921,1.24315,1.9788,1.59555,0.00546,1.14231,0.5398,0.38222,0.3384,0.17054,0.53861,0.38222,0.34019,0.16037,1.70483,2.896,2.01977,0.01191,0,0.00109513,0.00109513,0.00109513
120,322.331,1.30475,1.9824,1.73354,0.00628,1.14954,0.40188,0.46976,0.31628,0.15721,0.39648,0.46643,0.31125,0.14486,1.68863,2.7965,2.06214,0.01199,0,0.0010923,0.0010923,0.0010923
121,324.683,1.24684,1.99382,1.76783,0.00605,1.43454,0.40188,0.46976,0.31628,0.15721,0.39648,0.46643,0.31125,0.14486,1.68863,2.7965,2.06214,0.01199,0,0.00108947,0.00108947,0.00108947
122,327.103,1.30763,1.93784,1.69943,0.00613,1.26754,0.26634,0.42111,0.19394,0.09829,0.27204,0.42444,0.19392,0.08736,1.68614,2.76524,2.59509,0.01152,0,0.00108664,0.00108664,0.00108664
123,329.482,1.20076,1.82582,1.52276,0.0061,1.13552,0.26634,0.42111,0.19394,0.09829,0.27204,0.42444,0.19392,0.08736,1.68614,2.76524,2.59509,0.01152,0,0.00108381,0.00108381,0.00108381
