epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
132,343.902,2.32605,3.20852,2.23585,2.2453,0,0.9229,0.05556,0.1536,0.05709,0.17195,0.45333,0.165,0.07501,2.51145,3.31443,2.75904,2.50586,0,0.00105835,0.00105835,0.00105835
133,347.135,2.34391,3.15473,2.24721,2.25211,0,0.9229,0.05556,0.1536,0.05709,0.17195,0.45333,0.165,0.07501,2.51145,3.31443,2.75904,2.50586,0,0.00105552,0.00105552,0.00105552
134,350.442,2.38145,3.23162,2.27871,2.25599,0,0.92742,0.05556,0.15566,0.06143,0.18255,0.45333,0.1649,0.07754,2.52137,3.30261,2.74963,2.51787,0,0.00105269,0.00105269,0.00105269
135,353.759,2.34932,3.2849,2.35945,2.22773,0,0.92742,0.05556,0.15566,0.06143,0.18255,0.45333,0.1649,0.07754,2.52137,3.30261,2.74963,2.51787,0,0.00104986,0.00104986,0.00104986
136,357.285,2.23206,3.27577,2.1936,2.19497,0,0.18924,0.39333,0.16312,0.07897,0.19919,0.39667,0.16887,0.08059,2.50428,3.3047,2.74246,2.49967,0,0.00104703,0.00104703,0.00104703
137,360.386,2.32454,3.18427,2.34386,2.27487,0,0.18924,0.39333,0.16312,0.07897,0.19919,0.39667,0.16887,0.08059,2.50428,3.3047,2.74246,2.49967,0,0.0010442,0.0010442,0.0010442
138,363.709,2.31637,3.32612,2.30002,2.25857,0,0.19,0.41716,0.173,0.08756,0.1816,0.46566,0.1822,0.08538,2.45265,3.30025,2.71131,2.44565,0,0.00104137,0.00104137,0.00104137
139,367.045,2.28028,3.0797,2.27537,2.22997,0,0.19,0.41716,0.173,0.08756,0.1816,0.46566,0.1822,0.08538,2.45265,3.30025,2.71131,2.44565,0,0.00103854,0.00103854,0.00103854
140,370.401,2.28577,3.16986,2.18467,2.18261,0,0.1709,0.49889,0.17048,0.08477,0.18133,0.49556,0.18727,0.07444,2.41345,3.36008,2.72663,2.40804,0,0.00103571,0.00103571,0.00103571
141,373.65,2.26637,3.10218,2.26162,2.21382,0,0.1709,0.49889,0.17048,0.08477,0.18133,0.49556,0.18727,0.07444,2.41345,3.36008,2.72663,2.40804,0,0.00103288,0.00103288,0.00103288
142,377.008,2.25427,3.08734,2.41147,2.25459,0,0.1564,0.33889,0.12545,0.05111,0.16653,0.39111,0.1438,0.05286,2.38734,3.31521,2.68534,2.38842,0,0.00103005,0.00103005,0.00103005
143,380.275,2.27096,3.20214,2.25449,2.20439,0,0.1564,0.33889,0.12545,0.05111,0.16653,0.39111,0.1438,0.05286,2.38734,3.31521,2.68534,2.38842,0,0.00102722,0.00102722,0.00102722
144,383.511,2.31433,3.25243,2.3028,2.22812,0,0.16384,0.34889,0.12649,0.05096,0.16374,0.39762,0.13361,0.05264,2.38779,3.25347,2.63431,2.38927,0,0.00102439,0.00102439,0.00102439
145,386.781,2.21528,3.11167,2.27168,2.21729,0,0.16384,0.34889,0.12649,0.05096,0.16374,0.39762,0.13361,0.05264,2.38779,3.25347,2.63431,2.38927,0,0.00102156,0.00102156,0.00102156
146,390.023,2.24618,3.11486,2.39238,2.20811,0,0.18396,0.38111,0.12949,0.05313,0.19697,0.44179,0.14281,0.05591,2.39821,3.22162,2.59046,2.39994,0,0.00101873,0.00101873,0.00101873
147,393.251,2.24098,3.16868,2.1468,2.09177,0,0.18396,0.38111,0.12949,0.05313,0.19697,0.44179,0.14281,0.05591,2.39821,3.22162,2.59046,2.39994,0,0.0010159,0.0010159,0.0010159
148,396.605,2.2552,3.13781,2.3611,2.26799,0,0.18078,0.37689,0.1315,0.05519,0.19156,0.43,0.1495,0.05676,2.38257,3.19963,2.59812,2.38653,0,0.00101308,0.00101308,0.00101308
149,399.826,2.24719,3.1747,2.19923,2.16766,0,0.18078,0.37689,0.1315,0.05519,0.19156,0.43,0.1495,0.05676,2.38257,3.19963,2.59812,2.38653,0,0.00101025,0.00101025,0.00101025
150,403.177,2.17482,3.07924,2.20015,2.13878,0,0.15539,0.36862,0.12059,0.05482,0.1856,0.42206,0.14651,0.05317,2.38075,3.2089,2.60972,2.36863,0,0.00100742,0.00100742,0.00100742
151,406.413,2.27949,3.10945,2.243,2.18217,0,0.15539,0.36862,0.12059,0.05482,0.1856,0.42206,0.14651,0.05317,2.38075,3.2089,2.60972,2.36863,0,0.00100459,0.00100459,0.00100459
152,409.833,2.25528,3.25476,2.17609,2.14697,0,0.1497,0.41667,0.14138,0.06217,0.17268,0.42507,0.15605,0.06106,2.40071,3.23674,2.58252,2.35365,0,0.00100176,0.00100176,0.00100176
153,413.002,2.28791,3.21158,2.30799,2.1836,0,0.1497,0.41667,0.14138,0.06217,0.17268,0.42507,0.15605,0.06106,2.40071,3.23674,2.58252,2.35365,0,0.000998928,0.000998928,0.000998928
154,416.348,2.29937,3.23642,2.28959,2.21761,0,0.19775,0.40841,0.19748,0.10188,0.22123,0.41333,0.20668,0.10038,2.41489,3.21082,2.63073,2.36618,0,0.000996099,0.000996099,0.000996099
155,419.557,2.21091,3.25047,2.33547,2.24301,0,0.19775,0.40841,0.19748,0.10188,0.22123,0.41333,0.20668,0.10038,2.41489,3.21082,2.63073,2.36618,0,0.000993269,0.000993269,0.000993269
156,422.931,2.24307,3.06131,2.07854,2.14206,0,0.17559,0.41016,0.15443,0.07141,0.19372,0.41333,0.1638,0.0731,2.39942,3.18929,2.68464,2.35456,0,0.00099044,0.00099044,0.00099044
157,426.139,2.22806,3.09773,2.2251,2.12527,0,0.17559,0.41016,0.15443,0.07141,0.19372,0.41333,0.1638,0.0731,2.39942,3.18929,2.68464,2.35456,0,0.00098761,0.00098761,0.00098761
158,429.563,2.26681,3.12972,2.1524,2.14112,0,0.1544,0.42667,0.1393,0.06813,0.15977,0.48222,0.14889,0.06501,2.33667,3.25901,2.83337,2.32352,0,0.000984781,0.000984781,0.000984781
159,432.914,2.20086,3.15962,2.17754,2.08153,0,0.1544,0.42667,0.1393,0.06813,0.15977,0.48222,0.14889,0.06501,2.33667,3.25901,2.83337,2.32352,0,0.000981952,0.000981952,0.000981952
160,436.271,2.11925,3.00772,2.10843,2.12456,0,0.12514,0.48095,0.13396,0.06584,0.14227,0.48889,0.14363,0.06137,2.30898,3.30343,2.97749,2.31143,0,0.000979122,0.000979122,0.000979122
161,439.631,2.24216,3.2172,2.10467,2.08616,0,0.12514,0.48095,0.13396,0.06584,0.14227,0.48889,0.14363,0.06137,2.30898,3.30343,2.97749,2.31143,0,0.000976293,0.000976293,0.000976293
162,443.014,2.13107,3.05561,2.20048,2.09679,0,0.14087,0.48222,0.14542,0.06833,0.14243,0.48222,0.14942,0.06457,2.33357,3.24012,2.93934,2.33246,0,0.000973463,0.000973463,0.000973463
163,446.163,2.10721,3.00537,2.09788,2.09282,0,0.14087,0.48222,0.14542,0.06833,0.14243,0.48222,0.14942,0.06457,2.33357,3.24012,2.93934,2.33246,0,0.000970634,0.000970634,0.000970634
164,449.361,2.19195,3.14499,2.0951,2.09368,0,0.16798,0.43333,0.18183,0.09338,0.18144,0.44,0.19266,0.08631,2.33243,3.21647,2.80422,2.31168,0,0.000967805,0.000967805,0.000967805
165,452.752,2.12764,3.00756,2.13334,2.09102,0,0.16798,0.43333,0.18183,0.09338,0.18144,0.44,0.19266,0.08631,2.33243,3.21647,2.80422,2.31168,0,0.000964975,0.000964975,0.000964975
166,455.981,2.16378,2.97715,2.17856,2.1905,0,0.20338,0.39111,0.19761,0.08859,0.20129,0.43333,0.20325,0.08768,2.3449,3.23643,2.72896,2.30129,0,0.000962146,0.000962146,0.000962146
167,459.213,2.20691,3.12447,2.22697,2.15107,0,0.20338,0.39111,0.19761,0.08859,0.20129,0.43333,0.20325,0.08768,2.3449,3.23643,2.72896,2.30129,0,0.000959316,0.000959316,0.000959316
168,462.558,2.15945,3.03869,2.18469,2.11016,0,0.20578,0.44081,0.20008,0.10936,0.20304,0.48889,0.20685,0.08792,2.28849,3.25746,2.68404,2.28692,0,0.000956487,0.000956487,0.000956487
169,465.968,2.15682,3.0498,2.12941,2.0966,0,0.20578,0.44081,0.20008,0.10936,0.20304,0.48889,0.20685,0.08792,2.28849,3.25746,2.68404,2.28692,0,0.000953657,0.000953657,0.000953657
170,468.661,2.05782,3.09119,2.03807,2.00999,0,0.18094,0.48159,0.16315,0.07571,0.17992,0.47889,0.17154,0.07006,2.29641,3.35085,2.71753,2.33879,0,0.000950828,0.000950828,0.000950828
171,471.058,2.14093,3.04016,2.13897,2.05245,0,0.18094,0.48159,0.16315,0.07571,0.17992,0.47889,0.17154,0.07006,2.29641,3.35085,2.71753,2.33879,0,0.000947999,0.000947999,0.000947999
172,473.467,2.09666,3.05243,2.08036,2.07309,0,0.17648,0.47222,0.15393,0.06398,0.18975,0.47889,0.16133,0.05878,2.32429,3.34907,2.71066,2.36872,0,0.000945169,0.000945169,0.000945169
173,475.799,2.10793,3.183,2.1268,2.08438,0,0.17648,0.47222,0.15393,0.06398,0.18975,0.47889,0.16133,0.05878,2.32429,3.34907,2.71066,2.36872,0,0.00094234,0.00094234,0.00094234
174,478.203,2.18116,3.16212,2.1566,2.07186,0,0.24075,0.37444,0.18552,0.08121,0.24075,0.37444,0.19511,0.08273,2.31527,3.23985,2.65154,2.3593,0,0.00093951,0.00093951,0.00093951
175,480.53,2.04301,3.09382,2.13818,2.06215,0,0.24075,0.37444,0.18552,0.08121,0.24075,0.37444,0.19511,0.08273,2.31527,3.23985,2.65154,2.3593,0,0.000936681,0.000936681,0.000936681
176,482.961,2.20093,3.1566,2.168,2.0636,0,0.6227,0.22222,0.24635,0.10293,0.6227,0.22222,0.24534,0.11224,2.37141,3.20683,2.65003,2.38818,0,0.000933851,0.000933851,0.000933851
177,485.299,2.15546,3.18253,2.10583,2.05167,0,0.6227,0.22222,0.24635,0.10293,0.6227,0.22222,0.24534,0.11224,2.37141,3.20683,2.65003,2.38818,0,0.000931022,0.000931022,0.000931022
178,487.677,2.2005,3.10729,2.14829,2.08102,0,0.63324,0.22222,0.25467,0.11537,0.63324,0.22222,0.27381,0.11864,2.37795,3.21137,2.63151,2.36457,0,0.000928193,0.000928193,0.000928193
179,489.986,2.10774,3.04489,2.17707,2.06216,0,0.63324,0.22222,0.25467,0.11537,0.63324,0.22222,0.27381,0.11864,2.37795,3.21137,2.63151,2.36457,0,0.000925363,0.000925363,0.000925363
180,492.266,2.14056,3.16017,2.15157,2.09966,0,0.63393,0.27778,0.22281,0.09498,0.6303,0.27778,0.24704,0.08667,2.34091,3.21525,2.59185,2.3135,0,0.000922534,0.000922534,0.000922534
181,494.595,2.1577,3.01295,2.01718,2.00076,0,0.63393,0.27778,0.22281,0.09498,0.6303,0.27778,0.24704,0.08667,2.34091,3.21525,2.59185,2.3135,0,0.000919704,0.000919704,0.000919704
182,496.975,2.21585,3.10611,2.0536,2.05088,0,0.17279,0.50603,0.20057,0.10583,0.19209,0.51222,0.22591,0.07944,2.24807,3.27989,2.61743,2.25173,0,0.000916875,0.000916875,0.000916875
183,499.312,2.19256,3.1205,2.08247,2.03504,0,0.17279,0.50603,0.20057,0.10583,0.19209,0.51222,0.22591,0.07944,2.24807,3.27989,2.61743,2.25173,0,0.000914046,0.000914046,0.000914046
184,501.653,2.14176,3.08242,2.07926,2.08058,0,0.17242,0.45667,0.20037,0.09829,0.20028,0.44333,0.21228,0.07773,2.21414,3.33702,2.63355,2.22693,0,0.000911216,0.000911216,0.000911216
185,503.916,2.08431,2.97922,2.03407,2.10446,0,0.17242,0.45667,0.20037,0.09829,0.20028,0.44333,0.21228,0.07773,2.21414,3.33702,2.63355,2.22693,0,0.000908387,0.000908387,0.000908387
186,506.332,2.08036,3.03755,2.06894,1.99804,0,0.19804,0.46,0.21108,0.09771,0.21044,0.45667,0.21591,0.07946,2.20085,3.31689,2.60543,2.20958,0,0.000905557,0.000905557,0.000905557
187,508.658,2.10447,3.07209,2.07885,2.03455,0,0.19804,0.46,0.21108,0.09771,0.21044,0.45667,0.21591,0.07946,2.20085,3.31689,2.60543,2.20958,0,0.000902728,0.000902728,0.000902728
188,510.951,2.3173,3.23626,2.34839,2.26751,0,0.20458,0.46146,0.25512,0.11518,0.22242,0.46145,0.25215,0.10432,2.21932,3.25541,2.53304,2.21004,0,0.000899898,0.000899898,0.000899898
189,513.352,2.16865,3.05175,2.14076,2.04841,0,0.20458,0.46146,0.25512,0.11518,0.22242,0.46145,0.25215,0.10432,2.21932,3.25541,2.53304,2.21004,0,0.000897069,0.000897069,0.000897069
190,515.715,2.10447,3.06682,2.08314,2.06131,0,0.19084,0.39777,0.24612,0.11096,0.22249,0.38778,0.25451,0.11142,2.26882,3.23491,2.49475,2.22946,0,0.00089424,0.00089424,0.00089424
191,517.967,2.09985,3.11041,2.14135,2.05103,0,0.19084,0.39777,0.24612,0.11096,0.22249,0.38778,0.25451,0.11142,2.26882,3.23491,2.49475,2.22946,0,0.00089141,0.00089141,0.00089141
192,520.31,2.09156,2.99287,2.08337,2.08573,0,0.22301,0.44484,0.25037,0.11089,0.22548,0.38444,0.25896,0.1092,2.29198,3.21829,2.50392,2.25175,0,0.000888581,0.000888581,0.000888581
193,522.618,2.12158,3.15617,2.12624,2.08883,0,0.22301,0.44484,0.25037,0.11089,0.22548,0.38444,0.25896,0.1092,2.29198,3.21829,2.50392,2.25175,0,0.000885751,0.000885751,0.000885751
194,524.945,2.06778,3.00411,2.07519,2.00379,0,0.2131,0.44667,0.22327,0.10038,0.21904,0.45,0.23173,0.08928,2.25777,3.25669,2.50061,2.21674,0,0.000882922,0.000882922,0.000882922
195,527.289,2.05548,3.03567,2.04995,2.059,0,0.2131,0.44667,0.22327,0.10038,0.21904,0.45,0.23173,0.08928,2.25777,3.25669,2.50061,2.21674,0,0.000880093,0.000880093,0.000880093
196,529.652,2.11955,3.05106,2.08233,2.00584,0,0.18615,0.46333,0.2638,0.13939,0.21797,0.46,0.27465,0.11721,2.22526,3.32805,2.59582,2.19275,0,0.000877263,0.000877263,0.000877263
197,531.986,2.05126,3.06315,2.08074,1.98144,0,0.18615,0.46333,0.2638,0.13939,0.21797,0.46,0.27465,0.11721,2.22526,3.32805,2.59582,2.19275,0,0.000874434,0.000874434,0.000874434
198,534.629,2.02692,3.04207,2.0107,1.9752,0,0.68901,0.16667,0.20827,0.10861,0.18403,0.46333,0.21924,0.08901,2.20751,3.36232,2.70755,2.18502,0,0.000871604,0.000871604,0.000871604
199,537.888,2.00434,3.03892,2.10655,1.9582,0,0.68901,0.16667,0.20827,0.10861,0.18403,0.46333,0.21924,0.08901,2.20751,3.36232,2.70755,2.18502,0,0.000868775,0.000868775,0.000868775
200,541.108,2.02562,3.00774,2.10747,2.0035,0,0.15735,0.52887,0.19008,0.09978,0.19303,0.45076,0.21113,0.08485,2.18783,3.31166,2.73231,2.18535,0,0.000865945,0.000865945,0.000865945
201,544.383,2.05103,3.04312,1.94285,1.95778,0,0.15735,0.52887,0.19008,0.09978,0.19303,0.45076,0.21113,0.08485,2.18783,3.31166,2.73231,2.18535,0,0.000863116,0.000863116,0.000863116
202,547.607,2.02977,3.10457,2.06172,1.9551,0,0.19072,0.47,0.20466,0.10227,0.22103,0.45333,0.21617,0.08993,2.19806,3.22015,2.67961,2.19019,0,0.000860287,0.000860287,0.000860287
203,550.757,2.06729,3.06163,2.05809,1.95348,0,0.19072,0.47,0.20466,0.10227,0.22103,0.45333,0.21617,0.08993,2.19806,3.22015,2.67961,2.19019,0,0.000857457,0.000857457,0.000857457
204,553.993,2.07353,2.93712,2.07906,2.0342,0,0.22504,0.44936,0.21625,0.11209,0.26091,0.46333,0.23817,0.10114,2.2503,3.1559,2.61387,2.24077,0,0.000854628,0.000854628,0.000854628
205,557.268,2.06662,3.02525,2.01286,1.9991,0,0.22504,0.44936,0.21625,0.11209,0.26091,0.46333,0.23817,0.10114,2.2503,3.1559,2.61387,2.24077,0,0.000851798,0.000851798,0.000851798
206,560.613,2.15169,3.17037,2.11018,2.03612,0,0.68244,0.16667,0.26804,0.15172,0.27834,0.47667,0.2943,0.12819,2.29358,3.16806,2.6068,2.25698,0,0.000848969,0.000848969,0.000848969
207,563.814,1.99565,3.12597,2.0055,1.91783,0,0.68244,0.16667,0.26804,0.15172,0.27834,0.47667,0.2943,0.12819,2.29358,3.16806,2.6068,2.25698,0,0.000846139,0.000846139,0.000846139
208,567.088,2.06769,3.05889,2.0102,1.94342,0,0.77163,0.16667,0.3174,0.18647,0.77163,0.16667,0.33636,0.14552,2.25515,3.1826,2.56303,2.22573,0,0.00084331,0.00084331,0.00084331
209,570.287,2.01673,2.98396,2.0527,1.94525,0,0.77163,0.16667,0.3174,0.18647,0.77163,0.16667,0.33636,0.14552,2.25515,3.1826,2.56303,2.22573,0,0.000840481,0.000840481,0.000840481
210,573.518,1.97888,2.8985,2.02677,1.99857,0,0.90595,0.16667,0.34484,0.19079,0.90595,0.16667,0.35059,0.13533,2.21856,3.17309,2.4914,2.19914,0,0.000837651,0.000837651,0.000837651
211,576.681,2.00564,2.9817,2.05704,1.98743,0,0.90595,0.16667,0.34484,0.19079,0.90595,0.16667,0.35059,0.13533,2.21856,3.17309,2.4914,2.19914,0,0.000834822,0.000834822,0.000834822
212,579.94,2.02108,3.08427,1.99225,1.96827,0,0.76859,0.16667,0.34853,0.18868,0.76859,0.16667,0.34951,0.14805,2.18257,3.19304,2.44393,2.18395,0,0.000831992,0.000831992,0.000831992
213,583.134,2.0202,2.93309,2.02182,1.96948,0,0.76859,0.16667,0.34853,0.18868,0.76859,0.16667,0.34951,0.14805,2.18257,3.19304,2.44393,2.18395,0,0.000829163,0.000829163,0.000829163
214,586.361,1.98419,2.95567,2.00684,1.94664,0,0.24719,0.41778,0.29066,0.15357,0.25282,0.42725,0.29909,0.12822,2.17168,3.19841,2.4123,2.17533,0,0.000826334,0.000826334,0.000826334
215,589.481,2.08349,2.90357,2.10981,2.01248,0,0.24719,0.41778,0.29066,0.15357,0.25282,0.42725,0.29909,0.12822,2.17168,3.19841,2.4123,2.17533,0,0.000823504,0.000823504,0.000823504
216,592.688,2.07029,3.16865,2.16945,2.01723,0,0.28617,0.48527,0.28502,0.14404,0.30112,0.43972,0.29228,0.13043,2.19606,3.13748,2.37964,2.18741,0,0.000820675,0.000820675,0.000820675
217,595.762,2.00227,2.90465,2.06901,2.05555,0,0.28617,0.48527,0.28502,0.14404,0.30112,0.43972,0.29228,0.13043,2.19606,3.13748,2.37964,2.18741,0,0.000817845,0.000817845,0.000817845
218,599.146,2.04043,3.03637,2.01268,1.94828,0,0.28966,0.49,0.2715,0.11464,0.27011,0.43142,0.26476,0.11957,2.24162,3.13809,2.37781,2.21946,0,0.000815016,0.000815016,0.000815016
219,602.33,2.01824,3.04399,2.06047,1.99118,0,0.28966,0.49,0.2715,0.11464,0.27011,0.43142,0.26476,0.11957,2.24162,3.13809,2.37781,2.21946,0,0.000812186,0.000812186,0.000812186
220,605.544,1.97778,2.94104,1.93513,1.89935,0,0.28938,0.48364,0.27073,0.11859,0.27657,0.44111,0.26333,0.12578,2.24173,3.12942,2.37586,2.21776,0,0.000809357,0.000809357,0.000809357
221,608.674,1.99301,3.05919,1.99791,1.97163,0,0.28938,0.48364,0.27073,0.11859,0.27657,0.44111,0.26333,0.12578,2.24173,3.12942,2.37586,2.21776,0,0.000806528,0.000806528,0.000806528
222,611.893,2.03942,3.07715,2.06467,2.00067,0,0.27667,0.44546,0.25465,0.11896,0.27937,0.39324,0.25073,0.12077,2.19145,3.13279,2.38048,2.1857,0,0.000803698,0.000803698,0.000803698
223,615.074,1.95557,2.87768,1.86341,1.92243,0,0.27667,0.44546,0.25465,0.11896,0.27937,0.39324,0.25073,0.12077,2.19145,3.13279,2.38048,2.1857,0,0.000800869,0.000800869,0.000800869
224,618.364,1.98782,2.88303,1.96241,1.91751,0,0.24005,0.48,0.22489,0.10948,0.25172,0.43262,0.22419,0.10233,2.1592,3.199,2.45037,2.16042,0,0.000798039,0.000798039,0.000798039
225,621.544,2.02206,3.01273,1.99464,1.9804,0,0.24005,0.48,0.22489,0.10948,0.25172,0.43262,0.22419,0.10233,2.1592,3.199,2.45037,2.16042,0,0.00079521,0.00079521,0.00079521
226,624.854,2.00151,2.98992,1.98377,1.99235,0,0.2504,0.46333,0.19103,0.09477,0.2671,0.47667,0.21068,0.09194,2.16614,3.23511,2.56832,2.17604,0,0.00079238,0.00079238,0.00079238
227,628.116,2.04462,3.10852,2.07987,1.91186,0,0.2504,0.46333,0.19103,0.09477,0.2671,0.47667,0.21068,0.09194,2.16614,3.23511,2.56832,2.17604,0,0.000789551,0.000789551,0.000789551
228,631.424,2.01883,2.90911,1.96737,1.93534,0,0.23519,0.46667,0.20955,0.11806,0.24852,0.46667,0.2317,0.1074,2.21967,3.25576,2.622,2.21729,0,0.000786722,0.000786722,0.000786722
229,634.678,1.88302,2.76965,1.88221,1.85556,0,0.23519,0.46667,0.20955,0.11806,0.24852,0.46667,0.2317,0.1074,2.21967,3.25576,2.622,2.21729,0,0.000783892,0.000783892,0.000783892
230,637.938,1.97775,2.84578,1.90868,1.9961,0,0.23214,0.40111,0.19942,0.11103,0.25539,0.40111,0.21523,0.09946,2.24181,3.24581,2.56374,2.20065,0,0.000781063,0.000781063,0.000781063
231,641.158,1.98664,3.08067,1.97281,1.98211,0,0.23214,0.40111,0.19942,0.11103,0.25539,0.40111,0.21523,0.09946,2.24181,3.24581,2.56374,2.20065,0,0.000778233,0.000778233,0.000778233
232,644.437,2.00387,2.9439,1.95806,1.97048,0,0.2275,0.46333,0.20392,0.1018,0.2595,0.46333,0.20795,0.09618,2.28266,3.24268,2.54501,2.20586,0,0.000775404,0.000775404,0.000775404
233,647.575,1.99888,2.96021,1.87971,1.89986,0,0.2275,0.46333,0.20392,0.1018,0.2595,0.46333,0.20795,0.09618,2.28266,3.24268,2.54501,2.20586,0,0.000772575,0.000772575,0.000772575
234,649.964,1.98762,2.91489,1.85461,1.90204,0,0.23579,0.47667,0.24304,0.12466,0.27301,0.47332,0.25774,0.1236,2.22459,3.18913,2.49652,2.17628,0,0.000769745,0.000769745,0.000769745
235,652.323,2.0052,3.13323,1.9891,1.90014,0,0.23579,0.47667,0.24304,0.12466,0.27301,0.47332,0.25774,0.1236,2.22459,3.18913,2.49652,2.17628,0,0.000766916,0.000766916,0.000766916
236,654.641,1.93246,2.87318,1.83751,1.89893,0,0.27056,0.48333,0.25472,0.13414,0.26129,0.44111,0.25893,0.12186,2.1638,3.13752,2.53532,2.17004,0,0.000764086,0.000764086,0.000764086
237,656.999,2.02275,3.03891,2.03007,1.92952,0,0.27056,0.48333,0.25472,0.13414,0.26129,0.44111,0.25893,0.12186,2.1638,3.13752,2.53532,2.17004,0,0.000761257,0.000761257,0.000761257
238,659.406,2.00213,2.98398,1.92716,1.94779,0,0.23475,0.46667,0.23749,0.12393,0.24788,0.42444,0.24014,0.10976,2.17599,3.15752,2.58212,2.19132,0,0.000758427,0.000758427,0.000758427
239,661.758,1.95184,2.87713,1.93286,1.92763,0,0.23475,0.46667,0.23749,0.12393,0.24788,0.42444,0.24014,0.10976,2.17599,3.15752,2.58212,2.19132,0,0.000755598,0.000755598,0.000755598
240,664.063,1.9769,2.9108,1.98854,1.97078,0,0.72555,0.22222,0.2728,0.1451,0.72555,0.22222,0.2759,0.12034,2.17007,3.16085,2.59681,2.1856,0,0.000752769,0.000752769,0.000752769
241,666.475,1.99907,3.02864,1.92434,1.9149,0,0.72555,0.22222,0.2728,0.1451,0.72555,0.22222,0.2759,0.12034,2.17007,3.16085,2.59681,2.1856,0,0.000749939,0.000749939,0.000749939
242,668.891,2.01653,3.02719,1.89328,1.91657,0,0.69154,0.16667,0.27307,0.14617,0.69154,0.16667,0.28222,0.1224,2.13377,3.11763,2.55753,2.1575,0,0.00074711,0.00074711,0.00074711
243,671.28,1.99805,2.98817,1.89845,1.92144,0,0.69154,0.16667,0.27307,0.14617,0.69154,0.16667,0.28222,0.1224,2.13377,3.11763,2.55753,2.1575,0,0.00074428,0.00074428,0.00074428
244,673.678,1.85777,2.86161,1.97184,1.87612,0,0.73826,0.22222,0.26398,0.13472,0.73826,0.22222,0.27472,0.10965,2.20475,3.11671,2.56656,2.18609,0,0.000741451,0.000741451,0.000741451
245,676.078,2.04738,3.02052,2.1305,2.01147,0,0.73826,0.22222,0.26398,0.13472,0.73826,0.22222,0.27472,0.10965,2.20475,3.11671,2.56656,2.18609,0,0.000738622,0.000738622,0.000738622
246,678.501,2.00438,3.02156,1.94704,1.89878,0,0.72137,0.16667,0.22582,0.11275,0.72137,0.16667,0.23408,0.09211,2.2559,3.12312,2.55751,2.22145,0,0.000735792,0.000735792,0.000735792
247,680.831,1.96952,3.09885,2.06596,1.95855,0,0.72137,0.16667,0.22582,0.11275,0.72137,0.16667,0.23408,0.09211,2.2559,3.12312,2.55751,2.22145,0,0.000732963,0.000732963,0.000732963
248,683.217,1.96197,2.82841,1.86947,1.89211,0,0.70985,0.16667,0.22257,0.11909,0.70985,0.16667,0.22844,0.09537,2.18641,3.08669,2.54304,2.18599,0,0.000730133,0.000730133,0.000730133
249,685.513,1.87807,2.8222,1.89887,1.95808,0,0.70985,0.16667,0.22257,0.11909,0.70985,0.16667,0.22844,0.09537,2.18641,3.08669,2.54304,2.18599,0,0.000727304,0.000727304,0.000727304
250,687.88,1.97252,2.96777,1.91161,1.94521,0,0.18786,0.47667,0.21544,0.11425,0.20736,0.48667,0.22434,0.09409,2.17647,3.0749,2.53217,2.1816,0,0.000724474,0.000724474,0.000724474
251,690.282,1.98608,2.89195,2.05291,1.95048,0,0.18786,0.47667,0.21544,0.11425,0.20736,0.48667,0.22434,0.09409,2.17647,3.0749,2.53217,2.1816,0,0.000721645,0.000721645,0.000721645
252,692.745,2.0062,2.90904,1.91355,1.90236,0,0.2182,0.47,0.23263,0.1214,0.24167,0.48,0.24245,0.10538,2.14656,3.09375,2.50902,2.15224,0,0.000718816,0.000718816,0.000718816
253,695.066,1.94395,2.85387,1.92469,1.95344,0,0.2182,0.47,0.23263,0.1214,0.24167,0.48,0.24245,0.10538,2.14656,3.09375,2.50902,2.15224,0,0.000715986,0.000715986,0.000715986
254,697.541,1.88243,2.81932,1.89495,1.86774,0,0.24651,0.5353,0.24181,0.12687,0.27452,0.48,0.27397,0.11755,2.09376,3.11444,2.48615,2.10036,0,0.000713157,0.000713157,0.000713157
255,699.896,1.91675,2.9374,1.95712,1.88083,0,0.24651,0.5353,0.24181,0.12687,0.27452,0.48,0.27397,0.11755,2.09376,3.11444,2.48615,2.10036,0,0.000710327,0.000710327,0.000710327
256,702.248,1.93647,2.83658,1.88472,1.90069,0,0.24212,0.4659,0.22985,0.10678,0.27652,0.47667,0.26203,0.10959,2.14456,3.09504,2.47475,2.12103,0,0.000707498,0.000707498,0.000707498
257,704.633,1.90705,2.94375,1.90176,1.85048,0,0.24212,0.4659,0.22985,0.10678,0.27652,0.47667,0.26203,0.10959,2.14456,3.09504,2.47475,2.12103,0,0.000704668,0.000704668,0.000704668
258,707.081,1.94838,2.95295,1.9104,1.83013,0,0.24509,0.42111,0.21372,0.10013,0.27405,0.47,0.24717,0.10766,2.18502,3.07621,2.4812,2.14181,0,0.000701839,0.000701839,0.000701839
259,709.502,1.86861,2.79431,1.7897,1.78072,0,0.24509,0.42111,0.21372,0.10013,0.27405,0.47,0.24717,0.10766,2.18502,3.07621,2.4812,2.14181,0,0.00069901,0.00069901,0.00069901
